"","unique_number","id_no","rev_bis","name_en","name_fr","short_description_en","short_description_fr","justification_en","justification_fr","date_inscribed","secondary_dates","danger_list","longitude","latitude","area_hectares","C1","C2","C3","C4","C5","C6","N7","N8","N9","N10","criteria_txt","category","category_short","states_name_en","states_name_fr","name_en.1","name_fr.1","iso_code","udnp_code","transboundary"
"964",401,351,"Bis","Painted Churches in the Troodos Region","Eglises peintes de la région de Troodos","<p>This region is characterized by one of the largest groups of churches and monasteries of the former Byzantine Empire. The complex of 10 monuments included on the World Heritage List, all richly decorated with murals, provides an overview of Byzantine and post-Byzantine painting in Cyprus. They range from small churches whose rural architectural style is in stark contrast to their highly refined decoration, to monasteries such as that of St John Lampadistis.</p>","<p>La région de Troodos abrite l'une des plus fortes concentrations d'églises et de monastères de tout l'ancien Empire byzantin. Les dix monuments choisis pour être inscrits sur la Liste du patrimoine mondial, depuis de petites églises rurales dont l'architecture rustique contraste avec le raffinement du décor jusqu'à des monastères comme Saint-Jean Lampadistis, sont tous richement décorés de peintures murales qui offrent un panorama de l'histoire de la peinture byzantine à Chypre.</p>",NA,NA,1985,"2001",NA,33.09583333,34.92027778,0,0,1,1,1,0,0,0,0,0,0,"(ii)(iii)(iv)","Cultural","C","Cyprus,Cyprus","Chypre,Chypre","Europe and North America","Europe et Amérique du nord","cy","cyp",1
"965",1967,1314,"Ter","Wadden Sea","La mer des Wadden ","<p>The Wadden Sea is the largest unbroken system of intertidal sand and mud flats in the world. The site covers the Dutch Wadden Sea Conservation Area, the German Wadden Sea National Parks of Lower Saxony and Schleswig-Holstein, and most of the Danish Wadden Sea maritime conservation area. It is a large, temperate, relatively flat coastal wetland environment, formed by the intricate interactions between physical and biological factors that have given rise to a multitude of transitional habitats with tidal channels, sandy shoals, sea-grass meadows, mussel beds, sandbars, mudflats, salt marshes, estuaries, beaches and dunes. The area is home to numerous plant and animal species, including marine mammals such as the harbour seal, grey seal and harbour porpoise. Wadden Sea is one of the last remaining large-scale, intertidal ecosystems where natural processes continue to function largely undisturbed.</p>","<p>La mer des Wadden est considérée comme le plus grand système mondial ininterrompu de vasières et de bancs de sable à marée. Le site comprend l’aire de conservation de la mer des Wadden néerlandaise, les parcs nationaux allemands de la mer des Wadden de Basse-Saxe et Schleswig-Holstein et la majeure partie de l’aire de conservation de la mer des Wadden danoise. Cet écosystème tempéré de zones humides côtières est le fruit d’interactions particulièrement complexes entre des facteurs physiques et biologiques. On y trouve une multitude d’habitats de transition : chenaux à marée, bancs de sable, prairies d’herbe marines, moulières, barres de sable, vasières, marais salés, estuaires, plages et dunes. L’endroit héberge de nombreuses espèces de plantes et d’animaux, dont des mammifères marins comme le phoque commun, le phoque gris et le marsouin commun. Le site est un des derniers écosystèmes intertidaux naturels à grande échelle où les processus naturels se poursuivent de manière quasi non perturbée.</p>",NA,NA,2009,"2014",NA,8.5561111111,53.5286111111,NA,0,0,0,0,0,0,0,1,1,1,"(viii)(ix)(x)","Natural","N","Denmark,Germany,Netherlands","Danemark,Allemagne,Pays-Bas","Europe and North America","Europe et Amérique du nord","dk","dnk",1
"966",615,526,NA,"Colonial City of Santo Domingo","Ville coloniale de Saint-Domingue","<p>After Christopher Columbus's arrival on the island in 1492, Santo Domingo became the site of the first cathedral, hospital, customs house and university in the Americas. This colonial town, founded in 1498, was laid out on a grid pattern that became the model for almost all town planners in the New World.</p>","<p>Après la découverte de l'île par Christophe Colomb en 1492, c'est à Saint-Domingue, fondée en 1498, que s'élevèrent la première cathédrale, le premier hôpital, la première douane et la première université d'Amérique. La ville coloniale fut édifiée selon un plan en damier qui servit de modèle à presque tous les urbanistes du Nouveau Monde.</p>",NA,NA,1990,NA,NA,-69.91666667,18.48333333,106,0,1,0,1,0,1,0,0,0,0,"(ii)(iv)(vi)","Cultural","C","Dominican Republic,Dominican Republic","République dominicaine,République dominicaine","Latin America and the Caribbean","Amérique latine et Caraïbes","do","dom",1
"967",4,1,"Bis","Galápagos Islands","Îles Galápagos","<p>Situated in the Pacific Ocean some 1,000 km from the South American continent, these 19 islands and the surrounding marine reserve have been called a unique ‘living museum and showcase of evolution’. Located at the confluence of three ocean currents, the Galápagos are a ‘melting pot’ of marine species. Ongoing seismic and volcanic activity reflects the processes that formed the islands. These processes, together with the extreme isolation of the islands, led to the development of unusual animal life – such as the land iguana, the giant tortoise and the many types of finch – that inspired Charles Darwin’s theory of evolution by natural selection following his visit in 1835.</p>","<p>Situées dans l’océan Pacifique, à environ 1000 km du continent sud-américain, ces dix-neuf îles et la réserve marine qui les entoure constituent un musée et un laboratoire vivants de l’évolution uniques au monde. Au confluent de trois courants océaniques, les Galápagos sont un creuset d’espèces marines. L’activité sismique et le volcanisme toujours en activité illustrent les processus qui ont formé ces îles. Ces processus, ainsi que l’isolement extrême de ces îles, ont entraîné le développement d’une faune originale - notamment l’iguane terrestre, la tortue géante et de nombreuses espèces de pinsons qui inspira à Charles Darwin sa théorie de l’évolution par la sélection naturelle à la suite de sa visite en 1835.</p>",NA,NA,1978,"2001","P 2007-2010",-91,-0.81667,14066514,0,0,0,0,0,0,1,1,1,1,"(vii)(viii)(ix)(x)","Natural","N","Ecuador,Ecuador","Équateur,Équateur","Latin America and the Caribbean","Amérique latine et Caraïbes","ec","ecu",1
"968",290,260,NA,"Sangay National Park","Parc national Sangay","<p>With its outstanding natural beauty and two active volcanoes, the park illustrates the entire spectrum of ecosystems, ranging from tropical rainforests to glaciers, with striking contrasts between the snowcapped peaks and the forests of the plains. Its isolation has encouraged the survival of indigenous species such as the mountain tapir and the Andean condor.</p>","<p>D'une beaut&eacute; naturelle exceptionnelle avec ses deux volcans en activit&eacute;, ce parc pr&eacute;sente toute la gamme verticale des &eacute;cosyst&egrave;mes, depuis la for&ecirc;t tropicale humide jusqu'aux glaciers, avec des contrastes saisissants entre les sommets enneig&eacute;s et les for&ecirc;ts des plaines. Son isolement prot&egrave;ge les esp&egrave;ces menac&eacute;es qui s'y trouvent, comme le tapir de montagne et le condor des Andes.</p>",NA,NA,1983,NA,"P 1992-2005",-78.33333,-1.83333,271925,0,0,0,0,0,0,1,1,1,1,"(vii)(viii)(ix)(x)","Natural","N","Ecuador,Ecuador","Équateur,Équateur","Latin America and the Caribbean","Amérique latine et Caraïbes","ec","ecu",1
"969",1363,1186,NA,"Wadi Al-Hitan (Whale Valley)","Wadi Al-Hitan (La vallée des Baleines)","<p>Wadi Al-Hitan, Whale Valley, in the Western Desert of Egypt, contains invaluable fossil remains of the earliest, and now extinct, suborder of whales, Archaeoceti. These fossils represent one of the major stories of evolution: the emergence of the whale as an ocean-going mammal from a previous life as a land-based animal. This is the most important site in the world for the demonstration of this stage of evolution. It portrays vividly the form and life of these whales during their transition. The number, concentration and quality of such fossils here is unique, as is their accessibility and setting in an attractive and protected landscape. The fossils of Al-Hitan show the youngest archaeocetes, in the last stages of losing their hind limbs. Other fossil material in the site makes it possible to reconstruct the surrounding environmental and ecological conditions of the time.</p>","<p>Wadi al-Hitan, la Vall&eacute;e des baleines, dans le d&eacute;sert occidental de l&rsquo;&Eacute;gypte, contient des restes fossiles inestimables du plus ancien, et maintenant &eacute;teint, ordre des baleines archaeoceti. Ces fossiles repr&eacute;sentent l&rsquo;une des &eacute;tapes les importantes de l&rsquo;&eacute;volution : les d&eacute;buts de la baleine en tant que mammif&egrave;re marin apr&egrave;s avoir &eacute;t&eacute; mammif&egrave;re terrestre. C&rsquo;est le plus grand site au monde t&eacute;moignant de cette &eacute;poque de l&rsquo;&eacute;volution. Il montre tr&egrave;s clairement l&rsquo;aspect et la vie de ces baleines pendant leur transition. Le nombre, la concentration et la qualit&eacute; de ces fossiles sont uniques, tout comme leur accessibilit&eacute; et leur pr&eacute;sence dans un paysage attrayant et prot&eacute;g&eacute;. Les fossiles d&rsquo;Al-Hitan montrent des jeunes arch&eacute;oc&egrave;tes, dans les derni&egrave;res &eacute;tapes de la perte de leurs membres post&eacute;rieurs. D&rsquo;autres fossiles pr&eacute;sents sur le site permettent la reconstruction de l&rsquo;environnement et des conditions &eacute;cologiques de cette &eacute;poque.</p>","<p><em>Criterion (viii): </em>Wadi Al-Hitan is the most important site in the world to demonstrate one of the iconic changes that make up the record of life on Earth: the evolution of the whales. It portrays vividly their form and mode of life during their transition from land animals to a marine existence. It exceeds the values of other comparable sites in terms of the number, concentration and quality of its fossils, and their accessibility and setting in an attractive and protected landscape. It accords with key principles of the IUCN study on fossil World Heritage Sites, and represents significant values that are currently absent from the World Heritage List.</p>","<p><em>Crit&egrave;re (viii) : </em>Wadi Al-Hitan est le site le plus important du monde d&eacute;montrant un des changements majeurs qui s&rsquo;inscrit dans l&rsquo;histoire de la vie sur Terre : l&rsquo;&eacute;volution des baleines. Leur forme et leur mode de vie durant leur transition entre l&rsquo;&eacute;tat d&rsquo;animaux terrestres et l&rsquo;existence marine est d&eacute;crit de mani&egrave;re vivante. Le site a des valeurs qui d&eacute;passent celles de sites comparables du point de vue du nombre, de la concentration et de la qualit&eacute; de ses fossiles, ainsi que de leur accessibilit&eacute; et de leur emplacement dans un beau paysage prot&eacute;g&eacute;. Il concorde avec les principes cl&eacute;s de l&rsquo;&eacute;tude de l&rsquo;UICN sur les sites fossilif&egrave;res du patrimoine mondial et repr&eacute;sente des valeurs importantes actuellement absentes sur la Liste du patrimoine mondial.</p>",2005,NA,NA,30.18333,29.33333,20015,0,0,0,0,0,0,0,1,0,0,"(viii)","Natural","N","Egypt,Egypt","Égypte,Égypte","Arab States","États arabes","eg","egy",1
"970",690,583,NA,"Fortress of Suomenlinna","Forteresse de Suomenlinna","<p>Built in the second half of the 18th century by Sweden on a group of islands located at the entrance of Helsinki's harbour, this fortress is an especially interesting example of European military architecture of the time.</p>","<p>Construite dans la seconde moiti&eacute; du XVIII<sup>e</sup> si&egrave;cle par les Su&eacute;dois sur un groupe d'&icirc;les situ&eacute;es &agrave; l'entr&eacute;e de la rade d'Helsinki, la forteresse constitue un exemple particuli&egrave;rement int&eacute;ressant de l'architecture militaire europ&eacute;enne de l'&eacute;poque.</p>",NA,NA,1991,NA,NA,24.98722,60.14722,210,0,0,0,1,0,0,0,0,0,0,"(iv)","Cultural","C","Finland,Finland","Finlande,Finlande","Europe and North America","Europe et Amérique du nord","fi","fin",1
"971",691,584,NA,"Petäjävesi Old Church","Vieille église de Petäjävesi","<p>Pet&auml;j&auml;vesi Old Church, in central Finland, was built of logs between 1763 and 1765. This Lutheran country church is a typical example of an architectural tradition that is unique to eastern Scandinavia. It combines the Renaissance conception of a centrally planned church with older forms deriving from Gothic groin vaults.</p>","<p>La vieille &eacute;glise de Pet&auml;j&auml;vesi, en Finlande centrale, construite en rondins de conif&egrave;res en 1763-1765, est une &eacute;glise luth&eacute;rienne rurale repr&eacute;sentative d'une tradition architecturale propre &agrave; l'est de la Scandinavie. L'&eacute;glise associe la conception Renaissance d'une &eacute;glise de plan centr&eacute; et les formes plus anciennes d&eacute;riv&eacute;es des plafonds aux vo&ucirc;tes d'ar&ecirc;tes de la p&eacute;riode gothique.</p>",NA,NA,1994,NA,NA,25.18333,62.25,0,0,0,0,1,0,0,0,0,0,0,"(iv)","Cultural","C","Finland,Finland","Finlande,Finlande","Europe and North America","Europe et Amérique du nord","fi","fin",1
"972",885,751,NA,"Verla Groundwood and Board Mill","Usine de traitement du bois et de carton de Verla","<p>The Verla groundwood and board mill and its associated residential area is an outstanding, remarkably well-preserved example of the small-scale rural industrial settlements associated with pulp, paper and board production that flourished in northern Europe and North America in the 19th and early 20th centuries. Only a handful of such settlements survive to the present day.</p>","<p>L&rsquo;usine de bois de Verla et le secteur r&eacute;sidentiel associ&eacute; sont un exemple exceptionnel et remarquablement bien conserv&eacute; d&rsquo;installation industrielle rurale de petite dimension consacr&eacute;e &agrave; la fabrication de p&acirc;te &agrave; papier, de papier et de carton. Ce type d&rsquo;installation qui prosp&eacute;ra en Europe du Nord et en Am&eacute;rique du Nord au XIXe et au d&eacute;but du XXe si&egrave;cle a presque totalement disparu aujourd&rsquo;hui.</p>","<p>The Committee decided to inscribe the nominated property on the basis of cultural <em>criterion (iv)</em> considering that the Groundwood and Board Mill and its associated habitation is an outstanding and remarkably well preserved example of the small-scale rural industrial settlement associated with pulp, paper, and board production that flourished in northern Europe and North America in the 19th and early 20th centuries, of which only a handful survives to the present day.</p>","<p>Le Comit&eacute; a d&eacute;cid&eacute; d'inscrire le bien propos&eacute; sur la base du <em>crit&egrave;re culturel(iv)</em>, consid&eacute;rant que l'usine de bois de Verla et le secteur r&eacute;sidentiel qui lui est associ&eacute; sont un exemple exceptionnel et remarquablement bien conserv&eacute; d'installation industrielle rurale de petite dimension, associ&eacute;e &agrave; la fabrication de p&acirc;te &agrave; papier, de papier et de carton. Ce type d'installation qui prosp&eacute;ra en Europe du Nord et en Am&eacute;rique du Nord au 19&egrave;me et au d&eacute;but du 20&egrave;me si&egrave;cles a presque totalement disparu aujourd'hui.</p>",1996,NA,NA,26.64083,61.06194,22.778,0,0,0,1,0,0,0,0,0,0,"(iv)","Cultural","C","Finland,Finland","Finlande,Finlande","Europe and North America","Europe et Amérique du nord","fi","fin",1
"973",1050,898,"Bis","High Coast / Kvarken Archipelago","Haute Côte / Archipel de Kvarken","<p>The Kvarken Archipelago (Finland) and the High Coast (Sweden) are situated in the Gulf of Bothnia, a northern extension of the Baltic Sea. The 5,600 islands of the Kvarken Archipelago feature unusual ridged washboard moraines, &lsquo;De Geer moraines&rsquo;, formed by the melting of the continental ice sheet, 10,000 to 24,000 years ago. The Archipelago is continuously rising from the sea in a process of rapid glacio-isostatic uplift, whereby the land, previously weighed down under the weight of a glacier, lifts at rates that are among the highest in the world. As a consequence islands appear and unite, peninsulas expand, and lakes evolve from bays and develop into marshes and peat fens. The High Coast has also been largely shaped by the combined processes of glaciation, glacial retreat and the emergence of new land from the sea. Since the last retreat of the ice from the High Coast 9,600 years ago, the uplift has been in the order of 285 m which is the highest known ''rebound''. The site affords outstanding opportunities for the understanding of the important processes that formed the glaciated and land uplift areas of the Earth''s surface.</p>","<p>L&rsquo;archipel de Kvarken (Finlande) et la Haute c&ocirc;te (Su&egrave;de) sont situ&eacute;s dans le golfe de Botnie, qui prolonge la mer Baltique vers le nord. Les 5 600 &icirc;les et &icirc;lots se singularisent principalement par les curieuses moraines &agrave; cr&ecirc;te bossel&eacute;es, ou moraines de Geer, form&eacute;es par la fonte de la nappe de glace continentale compos&eacute;es il y a entre 10 000 et 24 000 ans. L&rsquo;archipel de Kvarken s&rsquo;&eacute;l&egrave;ve de mani&egrave;re continue du niveau de la mer du fait d&rsquo;un rel&egrave;vement glacio-isostatique rapide, lorsqu&rsquo;une terre pr&eacute;c&eacute;demment comprim&eacute;e par le poids d&rsquo;un glacier se rel&egrave;ve apr&egrave;s la disparition de ce dernier, fait de ce taux de rel&egrave;vement dans la r&eacute;gion l&rsquo;un des plus &eacute;lev&eacute;s au monde. Du fait de l&rsquo;avanc&eacute;e du littoral, des &icirc;les apparaissent et s&rsquo;unissent, des p&eacute;ninsules grandissent, des lacs se forment depuis les baies et deviennent des marais et des fagnes tourbeuses. La Haute c&ocirc;te a aussi &eacute;t&eacute; largement fa&ccedil;onn&eacute;e par l&rsquo;association de processus de glaciation, de recul des glaciers et d''&eacute;mergence de nouvelles terres. Depuis le retrait final des glaces de la Haute c&ocirc;te, il y a 9 600 ans, le rel&egrave;vement est de l''ordre de 285 m, ce qui correspond au &laquo; rebond &raquo; manifeste le plus important jamais observ&eacute;. La Haute c&ocirc;te est un site exceptionnel pour la compr&eacute;hension des processus importants qui ont form&eacute; les glaciers et les zones de rel&egrave;vement de la surface de la Terre.</p>",NA,NA,2000,"2006",NA,21.3,63.3,336900,0,0,0,0,0,0,0,1,0,0,"(viii)","Natural","N","Finland,Sweden","Finlande,Suède","Europe and North America","Europe et Amérique du nord","fi","fin",1
"974",915,773,"Bis","Pyrénées - Mont Perdu","Pyrénées - Mont Perdu","<p>This outstanding mountain landscape, which spans the contemporary national borders of France and Spain, is centred around the peak of Mount Perdu, a calcareous massif that rises to 3,352 m. The site, with a total area of 30,639 ha, includes two of Europe's largest and deepest canyons on the Spanish side and three major cirque walls on the more abrupt northern slopes with France, classic presentations of these geological landforms. The site is also a pastoral landscape reflecting an agricultural way of life that was once widespread in the upland regions of Europe but now survives only in this part of the Pyr&eacute;n&eacute;es. Thus it provides exceptional insights into past European society through its landscape of villages, farms, fields, upland pastures and mountain roads.</p>","<p>Ce paysage de montagne exceptionnel, qui rayonne des deux c&ocirc;t&eacute;s des fronti&egrave;res nationales actuelles de France et d'Espagne, est centr&eacute; sur le pic du Mont-Perdu, massif calcaire qui culmine &agrave; 3 352 m. Le site, d'une superficie totale de 30 639 ha, comprend deux des canyons les plus grands et les plus profonds d'Europe sur le versant sud, du c&ocirc;t&eacute; espagnol, et trois cirques importants sur le versant nord, plus abrupt, du c&ocirc;t&eacute; fran&ccedil;ais &ndash; formes g&eacute;ologiques terrestres classiques. Ce site est &eacute;galement un paysage pastoral qui refl&egrave;te un mode de vie agricole autrefois r&eacute;pandu dans les r&eacute;gions montagneuses d'Europe. Il est rest&eacute; inchang&eacute; au XX<sup>e</sup> si&egrave;cle en ce seul endroit des Pyr&eacute;n&eacute;es, et pr&eacute;sente des t&eacute;moignages inestimables sur la soci&eacute;t&eacute; europ&eacute;enne d'autrefois &agrave; travers son paysage de villages, de fermes, de champs, de hauts p&acirc;turages et de routes de montagne.</p>","<p>The Committee inscribed the site under natural <em>criteria (vii) and (viii)</em>. The calcareous massif of the Mount Perdu displays classic geological land forms, including deep canyons and spectacular cirque walls. It is also an outstanding scenic landscape with meadows, lakes, caves and forests on mountain slopes. In addition, the area is of high interest to science and conservation. Concerning cultural values, the Committee inscribed the property on the basis of <em>criteria (iii), (iv) and (v)</em>: The Pyr&eacute;n&eacute;es-Mont Perdu area between France and Spain is an outstanding cultural landscape which combines scenic beauty with a socio-economic structure that has its roots in the past and illustrates a mountain way of life that has become rare in Europe.</p>","<p>Le Comit&eacute; a inscrit le site sur la base des <em>crit&egrave;res naturels (vii) et (viii)</em>. Le massif calcaire du Mont Perdu pr&eacute;sente un certain nombre de formations g&eacute;ologiques classiques telles que des canyons profond&eacute;ment creus&eacute;s et des cirques spectaculaires. C'est &eacute;galement un paysage exceptionnel avec des prairies, des lacs, des grottes, des montagnes et des for&ecirc;ts. De plus, la r&eacute;gion pr&eacute;sente un grand int&eacute;r&ecirc;t pour la science et la conservation. En ce qui concerne les valeurs culturelles, le Comit&eacute; a inscrit le bien au titre des <em>crit&egrave;res (iii), (iv) et (v)</em> : la zone Pyr&eacute;n&eacute;es - Mont Perdu entre la France et l&rsquo;Espagne offre un paysage culturel exceptionnel qui allie la beaut&eacute; panoramique &agrave; une structure socio-&eacute;conomique qui a ses racines dans le pass&eacute; et illustre un mode de vie montagnard devenu rare en Europe.</p>",1997,"1999",NA,-5e-04,42.68542,30639,0,0,1,1,1,0,1,1,0,0,"(iii)(iv)(v)(vii)(viii)","Mixed","C/N","France,Spain","France,Espagne","Europe and North America","Europe et Amérique du nord","fr","fra",1
"975",1403,1226,NA,"Stone Circles of Senegambia","Cercles mégalithiques de Sénégambie","<p>The site consists of four large groups of stone circles that represent an extraordinary concentration of over 1,000 monuments in a band 100 km wide along some 350 km of the River Gambia. The four groups, Sine Ngay&egrave;ne, Wanar, Wassu and Kerbatch, cover 93 stone circles and numerous tumuli, burial mounds, some of which have been excavated to reveal material that suggest dates between 3rd century BC and 16th century AD. Together the stone circles of laterite pillars and their associated burial mounds present a vast sacred landscape created over more than 1,500 years. It reflects a prosperous, highly organized and lasting society.</p>","<p>Ces quatre grands groupes de cercles m&eacute;galithiques constituent une concentration extraordinaire - plus de 1 000 monuments - sur une bande de 100 km de large qui longe sur 350 km le fleuve Gambie. Les quatre groupes, Sine Ngay&egrave;ne, Wanar, Wassu et Kerbatch rassemblent 93 cercles et de nombreux tumuli, monticules fun&eacute;raires. Certains ont &eacute;t&eacute; fouill&eacute;s et ont r&eacute;v&eacute;l&eacute; un mat&eacute;riel arch&eacute;ologique que l&rsquo;on peut dater entre le IIIe si&egrave;cle av. J.-C et le XVIe si&egrave;cle de notre &egrave;re. Les cercles de pierres de lat&eacute;rite soigneusement taill&eacute;es et leurs tumuli associ&eacute;s pr&eacute;sentent un vaste paysage sacr&eacute; qui s&rsquo;est constitu&eacute; sur plus de 1 500 ans et rendent compte d&rsquo;une soci&eacute;t&eacute; prosp&egrave;re, p&eacute;renne et hautement organis&eacute;e.</p>",NA,NA,2006,NA,NA,-15.5225,13.6911111111,9.85,1,0,1,0,0,0,0,0,0,0,"(i)(iii)","Cultural","C","Gambia,Senegal","Gambie,Sénégal","Africa","Afrique","gm","gmb",1
"976",1307,1127,NA,"Muskauer Park / Park Mużakowski","Parc de Muskau / Parc Mużakowski","<p>A landscaped park of 559.9 ha astride the Neisse River and the border between Poland and Germany, it was created by Prince Hermann von Puckler-Muskau from 1815 to 1844. Blending seamlessly with the surrounding farmed landscape, the park pioneered new approaches to landscape design and influenced the development of landscape architecture in Europe and America. Designed as a &lsquo;painting with plants&rsquo;, it did not seek to evoke classical landscapes, paradise, or some lost perfection, instead using local plants to enhance the inherent qualities of the existing landscape. This integrated landscape extends into the town of Muskau with green passages that formed urban parks framing areas for development. The town thus became a design component in a utopian landscape. The site also features a reconstructed castle, bridges and an arboretum.</p>","<p>Ce parc paysager de 559,90 ha, situ&eacute; de part et d&rsquo;autre de la Neisse et de la fronti&egrave;re germano-polonaise, a &eacute;t&eacute; cr&eacute;&eacute; par le prince Hermann von P&uuml;ckler-Muskau entre 1815 et 1844. S&rsquo;inscrivant harmonieusement dans le paysage agricole environnant, ce parc inaugura de nouvelles conceptions paysag&egrave;res et influen&ccedil;a le d&eacute;veloppement de l&rsquo;architecture paysag&egrave;re en Europe et en Am&eacute;rique. Con&ccedil;u comme un &laquo; tableau de verdure &raquo;, il ne cherchait pas &agrave; &eacute;voquer un paysage classique, une image de l&rsquo;&Eacute;den ou quelque perfection perdue, mais exploitait la flore locale pour exalter les qualit&eacute;s intrins&egrave;ques du paysage existant. Ce paysage int&eacute;gr&eacute; se prolonge jusqu&rsquo;&agrave; la ville de Muskau, avec des zones de verdure constituant des parcs urbains qui encadraient les zones urbanis&eacute;es. La ville devenait ainsi une des composantes d&rsquo;un paysage utopique. Le site comprend &eacute;galement un ch&acirc;teau reconstruit, des ponts et un arboretum.</p>","<p><em>Criterion (i):</em> Muskauer Park is an exceptional example of a European landscape park that broke new ground in terms of development towards an ideal made-made landscape.</p>
<p><em>Criterion (iv):</em> Muskauer Park was the forerunner for new approaches to landscape design in cities, and influenced the development of &lsquo;landscape architecture&rsquo; as a discipline.</p>","<p><em>Crit&egrave;re (i) :</em> Consid&eacute;r&eacute; comme une oeuvre paysag&egrave;re majeure, le parc de Muskau est l&rsquo;un des plus beaux exemples de grand parc paysager europ&eacute;en ; &agrave; la lumi&egrave;re des normes et des pr&eacute;ceptes de son &eacute;poque, il se distingue comme une oeuvre exceptionnelle &laquo; d&rsquo;am&eacute;lioration &raquo; du paysage, une oeuvre novatrice en termes de d&eacute;veloppement vers un id&eacute;al de paysage fa&ccedil;onn&eacute; par l&rsquo;homme.</p>
<p><em>Crit&egrave;re (iv) :</em> Le parc de Muskau est le pr&eacute;curseur des nouvelles approches du paysagisme urbain et rural, et a influenc&eacute; le d&eacute;veloppement de l&rsquo;architecture paysag&egrave;re en tant que discipline. Il a ainsi marqu&eacute; une &eacute;tape significative dans l&rsquo;&eacute;volution de la th&eacute;orie et de la pratique paysag&egrave;re.</p>",2004,NA,NA,14.72644444,51.57930556,348,1,0,0,1,0,0,0,0,0,0,"(i)(iv)","Cultural","C","Germany,Poland","Allemagne,Pologne","Europe and North America","Europe et Amérique du nord","de","deu",1
"977",1777,1133,"bis","Primeval Beech Forests of the Carpathians and the Ancient Beech Forests of  Germany","Forêts primaires de hêtres des Carpates et forêts anciennes de hêtres d’Allemagne","<p>The Ancient Beech Forests of Germany, represent examples of on-going post-glacial biological and ecological evolution of terrestrial ecosystems and are indispensable to understanding the spread of the beech <em>(Fagus sylvatica)</em>&nbsp;in the Northern Hemisphere across a variety of environments. The new inscription represents the addition of five forests totaling 4,391 hectares that are added to the 29,278 hectares of Slovakian and Ukranian beech forests inscribed on the World Heritage List in 2007. The tri-national property is now to be known as the Primeval Beech Forests of the Carpathians and the Ancient Beech Forests of Germany (Slovakia, Ukraine, Germany).</p>","<p>Les For&ecirc;ts anciennes de h&ecirc;tres d'Allemagne sont des exemples de l'&eacute;volution &eacute;cologique et biologique postglaciaire en cours d'&eacute;cosyst&egrave;mes terrestres et sont indispensables pour comprendre l'expansion du h&ecirc;tre&nbsp;<em>(Fagus sylvatica) </em>dans l'h&eacute;misph&egrave;re Nord dans une diversit&eacute; de param&egrave;tres environnementaux. Cette nouvelle inscription porte sur cinq for&ecirc;ts couvrant 4391 hectares, qui s'ajoutent aux 29278 hectares de for&ecirc;ts de h&ecirc;tres slovaques et ukrainiennes inscrites sur la Liste du patrimoine mondial en 2007. Ce bien tri-national porte d&eacute;sormais le nom suivant : les For&ecirc;ts primaires de h&ecirc;tres des Carpates et les For&ecirc;ts anciennes de h&ecirc;tres d'Allemagne (Slovaquie, Ukraine, Allemagne).</p>",NA,NA,2007,"2011",NA,22.5361111111,49.0861111111,33670.2,0,0,0,0,0,0,0,0,1,0,"(ix)","Natural","N","Germany,Slovakia,Ukraine","Allemagne,Slovaquie,Ukraine","Europe and North America","Europe et Amérique du nord","de","deu",1
